resistance_mechanism,RPKM,Sample
antibiotic target protection,0.184116829,368281490
antibiotic inactivation,1.235301917,368281490
antibiotic efflux,1.730465132,368281490
antibiotic inactivation,1.34026221,368281490
antibiotic inactivation,0.342623422,368281490
antibiotic target alteration,0.706494808,368281490
antibiotic efflux,2.215824627,368281490
antibiotic inactivation,0.164508719,368281490
antibiotic efflux,0.176966661,368281490
antibiotic inactivation,1.104700973,368281490
antibiotic efflux,0.76678463,368281490
antibiotic target replacement,0.345219054,368281490
antibiotic target replacement,1.921580759,368281490
antibiotic efflux,1.286219379,368281490
antibiotic efflux,3.099035417,368281490
antibiotic efflux,0.222287391,368281490
antibiotic efflux,5.228061583,368281490
antibiotic target protection,2.990460056,368281490
antibiotic efflux,0.757677924,368281490
antibiotic efflux,0.564903907,368281490
antibiotic target protection,0.174259714,368281490
antibiotic efflux,0.82852573,368281490
antibiotic efflux,0.222830881,368281490
antibiotic target alteration,0.682680377,368281490
antibiotic efflux,1.333934249,368281490
antibiotic efflux,1.853981558,368281490
antibiotic target replacement,0.155525308,368281490
antibiotic inactivation,0.3164508,368281490
antibiotic efflux,0.824776745,368281490
antibiotic inactivation,0.340066531,368281490
antibiotic inactivation,1.798772966,368281490
antibiotic inactivation,0.296865897,368281490
antibiotic inactivation,0.484775693,368281490
antibiotic inactivation,0.286596951,368281490
antibiotic target protection,0.488487605,368281490
antibiotic inactivation,5.398408066,368281490
antibiotic efflux,1.356999394,368281490
antibiotic inactivation,0.468574963,368281490
antibiotic efflux,0.703767029,368281490
antibiotic efflux,0.647899267,368281490
antibiotic efflux,6.784996972,368281490
antibiotic target alteration,3.347920296,368281490
antibiotic target alteration,1.615918977,368281490
antibiotic inactivation,0.3164508,368281490
antibiotic inactivation,0.589888869,368281490
antibiotic target protection,9.823733519,368281490
antibiotic target replacement,1.469965005,368281490
antibiotic target alteration,3.037927676,368281490
antibiotic target replacement,8.711704366,368281490
antibiotic efflux,0.559814682,368281490
antibiotic efflux,0.232494465,368281490
antibiotic efflux,0.29210843,368281490
antibiotic target alteration,0.743982288,368281490
antibiotic inactivation,0.111962936,368281490
antibiotic efflux,0.444574782,368281490
antibiotic inactivation,0.340066531,368281490
antibiotic inactivation,13.39301449,368281490
antibiotic efflux,0.433989668,368281490
antibiotic efflux,0.323949634,368281490
antibiotic target replacement,7.6490679,368281490
antibiotic efflux,1.388766938,368281490
antibiotic inactivation,0.624231714,368281490
antibiotic inactivation,1.135168705,368281490
antibiotic inactivation,0.350530117,368281490
antibiotic efflux,0.45455277,368281490
antibiotic efflux,0.115073018,368281490
antibiotic efflux,3.18433383,368281490
antibiotic inactivation,0.448218838,368281490
antibiotic target protection,0.092431877,368281490
antibiotic inactivation,0.345219054,368281490
antibiotic inactivation,0.329017438,368281490
antibiotic efflux,0.443493091,368281490
antibiotic target protection,1.584195414,368281490
antibiotic efflux,8.951036904,368281490
antibiotic target protection,5.72417407,368281490
antibiotic inactivation,1.659794923,368281490
antibiotic efflux,1.65104765,368281490
antibiotic efflux,4.166807416,368281490
antibiotic efflux,0.579265871,368281490
antibiotic target alteration,0.557986716,368281490
antibiotic efflux,0.346093026,368281490
antibiotic efflux,0.344349485,368281490
antibiotic efflux,1.243596125,368281490
antibiotic efflux,0.190187459,368281490
antibiotic target replacement,0.817379644,368281490
antibiotic target protection,1.52358075,368281490
antibiotic target protection,0.28480572,368281490
antibiotic inactivation,0.531932862,368281490
antibiotic efflux,1.512661084,368281490
antibiotic efflux,4.301147603,368281490
antibiotic efflux,0.507448944,368281490
antibiotic inactivation,0.768015424,368281490
antibiotic target protection,4.358765797,368281490
antibiotic efflux,1.053616535,368281490
antibiotic efflux,0.529871106,368281490
antibiotic efflux,0.891565731,368281490
antibiotic inactivation,1.713117111,368281490
antibiotic efflux,1.202057714,368281490
antibiotic efflux,0.968614621,368281490
antibiotic efflux,1.598909303,368281490
antibiotic efflux,0.822119603,368281490
antibiotic inactivation,0.329017438,368281490
antibiotic inactivation,1.007047849,368281490
antibiotic efflux,2.8371451,368281490
antibiotic efflux,1.850020059,368281490
antibiotic target alteration,1.78701628,368281490
antibiotic inactivation,0.152404398,368281490
antibiotic efflux,0.939565261,368281490
antibiotic efflux; reduced permeability to antibiotic,0.364551321,368281490
antibiotic inactivation,0.479672791,368281490
antibiotic efflux,1.556011737,368281490
antibiotic efflux,0.23308908,368281490
antibiotic target alteration,0.132467777,368281490
antibiotic inactivation,2.10069467,368281490
antibiotic inactivation,7.433227293,368281490
antibiotic efflux,3.003109021,368281490
antibiotic target protection,0.569611439,368281490
antibiotic target protection,0.071090351,368281490
antibiotic inactivation,10.03196266,368281490
antibiotic efflux,1.332424419,368281490
antibiotic efflux,1.045158604,368281490
antibiotic efflux,0.236108369,368281490
antibiotic efflux,7.616580851,368281490
antibiotic efflux,0.428883907,368281490
antibiotic efflux,0.473443274,368281490
antibiotic efflux,5.858860519,368281490
antibiotic target replacement,1.442054277,368281490
antibiotic inactivation,36.35817698,368281490
antibiotic target replacement,0.288410855,368281490
antibiotic target protection,0.184863753,368281490
antibiotic efflux,0.466348547,368281490
antibiotic inactivation,0.759481919,368281490
antibiotic efflux,0.403264736,368281490
antibiotic inactivation,0.342623422,368281490
antibiotic inactivation,2.261053042,368281490
antibiotic efflux,0.223377035,368281490
antibiotic target alteration,0.423240698,368281490
antibiotic target protection,1.068021449,368281490
antibiotic target alteration,0.106345193,368281490
antibiotic efflux,2.780780255,368281490
antibiotic efflux,5.094661321,368281490
antibiotic efflux,3.588443982,368281490
antibiotic efflux,1.114457164,368281490
antibiotic efflux,12.4803754,368281490
antibiotic efflux,1.329596994,368281490
antibiotic efflux,7.378676152,368281490
antibiotic efflux,0.354162553,368281490
antibiotic efflux,2.021379071,368281490
antibiotic target protection,0.425877712,368281490
antibiotic inactivation,0.926825393,368281490
antibiotic efflux,0.558442588,368281490
antibiotic efflux,0.216994834,368281490
antibiotic efflux,1.500211198,368281490
antibiotic efflux,2.016323679,368281490
antibiotic efflux,4.255462893,368281490
antibiotic efflux,1.387445561,368281490
antibiotic inactivation,1.311335688,368281490
antibiotic efflux,0.156809756,368281490
antibiotic efflux,1.016116461,368281490
antibiotic efflux,1.28725749,368281490
antibiotic efflux,0.358105424,368281490
antibiotic inactivation,1.265803199,368281490
antibiotic efflux,0.680133062,368281490
antibiotic inactivation,0.325492251,368281490
antibiotic inactivation,0.170033265,368281490
antibiotic inactivation,0.411922397,368281490
antibiotic inactivation,0.632901599,368281490
antibiotic inactivation,0.346531674,368281490
antibiotic efflux,2.988125583,368281490
antibiotic inactivation,0.345219054,368281490
antibiotic inactivation,1.627461255,368281490
antibiotic efflux,17.34038364,368281490
antibiotic efflux,0.158500574,368281490
antibiotic efflux,0.675095039,368281490
antibiotic efflux,1.643768482,368281490
antibiotic efflux,0.539277102,368281490
antibiotic efflux,0.45683123,368281490
antibiotic efflux,0.457979047,368281490
antibiotic efflux,1.809187698,368281490
antibiotic inactivation,0.299795494,368281490
antibiotic efflux,0.992786822,368281490
antibiotic target alteration; antibiotic efflux,1.23932196,368281490
antibiotic efflux,13.5034885,368281490
antibiotic efflux,2.906659197,368281490
antibiotic efflux,9.471699796,368281490
antibiotic efflux,5.097390701,368281490
antibiotic efflux,2.001981628,368281490
antibiotic inactivation,2.109671998,368281490
antibiotic inactivation,0.805104508,368281490
antibiotic efflux,6.621869123,368281490
antibiotic efflux,0.443493091,368281490
antibiotic inactivation,0.354621908,368281490
antibiotic target alteration; antibiotic target replacement,34.24525523,368281490
antibiotic target replacement,2.215155597,368281490
antibiotic inactivation,0.171311711,368281490
antibiotic target protection,0.21360429,368281490
antibiotic inactivation,0.650984502,368281490
antibiotic inactivation,0.2109672,368281490
antibiotic inactivation,1.610209016,368281490
antibiotic inactivation,0.493526157,368281490
reduced permeability to antibiotic,0.729102642,368281490
antibiotic inactivation,3.707301571,368281490
antibiotic inactivation,1.534306907,368281490
antibiotic inactivation,5.875237487,368281490
antibiotic target replacement,0.576821711,368281490
antibiotic target replacement,0.576821711,368281490
antibiotic target replacement,0.576821711,368281490
antibiotic target alteration,0.48911179,368281490
antibiotic efflux,0.211948443,368281490
antibiotic efflux,0.27729563,368281490
antibiotic efflux,5.499696656,368281490
antibiotic efflux,3.629382622,368281490
antibiotic efflux,0.787610879,368281490
reduced permeability to antibiotic,2.308825034,368281490
antibiotic target alteration,0.634002298,368281490
reduced permeability to antibiotic,0.620829907,368281490
antibiotic target alteration,0.412761913,368281490
antibiotic efflux,0.756572027,368281490
antibiotic efflux,4.409895014,368281490
antibiotic target protection,0.561424006,368281490
antibiotic efflux,0.351883515,368281490
antibiotic efflux,0.410530767,368281490
antibiotic efflux,0.094737869,368281490
antibiotic inactivation,0.238580708,368281490
antibiotic inactivation,0.238580708,368281490
antibiotic inactivation,0.2373381,368281490
antibiotic inactivation,0.182275661,368281490
antibiotic inactivation,0.242387847,368281490
antibiotic inactivation,0.119918198,368281490
antibiotic inactivation,0.386177247,368281490
antibiotic inactivation,0.241105371,368281490
antibiotic inactivation,0.435371801,368281490
antibiotic inactivation,0.35600715,368281490
antibiotic inactivation,0.317553416,368281490
antibiotic inactivation,0.171311711,368281490
antibiotic inactivation,0.331410292,368281490
antibiotic inactivation,0.170670094,368281490
antibiotic inactivation,0.61998524,368281490
antibiotic inactivation,1.030452855,368281490
antibiotic inactivation,0.442416652,368281490
antibiotic inactivation,0.750105599,368281490
antibiotic inactivation,2.229671689,368281490
antibiotic inactivation,0.557417922,368281490
antibiotic inactivation,0.303792768,368281490
antibiotic efflux,0.843868799,368281490
antibiotic efflux,2.109671998,368281490
antibiotic efflux,0.275618438,368281490
antibiotic efflux,2.38904992,368281490
antibiotic efflux,3.636955669,368281490
antibiotic target alteration,8.595580565,368281490
antibiotic target alteration,0.266744869,368281490
antibiotic efflux,0.083154955,368281490
antibiotic inactivation,0.376602605,368281490
antibiotic target alteration; antibiotic target replacement,36.12497822,368281490
antibiotic target protection,0.167532776,368281490
antibiotic target alteration,0.921914468,368281490
antibiotic target alteration,3.115823258,368281490
antibiotic target protection,0.2812896,368281490
antibiotic efflux,0.343484285,368281490
antibiotic inactivation,2.518282153,368281490
antibiotic target protection,0.14240286,368281490
antibiotic target protection,0.28480572,368281490
antibiotic target protection,0.712014299,368281490
antibiotic target protection,0.28480572,368281490
antibiotic target protection,0.21360429,368281490
antibiotic inactivation,0.351431222,368281490
antibiotic inactivation,2.961501823,368281490
antibiotic inactivation,2.403423795,368281490
antibiotic target protection,5.672479064,368281490
antibiotic inactivation,0.320907853,368281490
antibiotic inactivation,1.571341902,368281490
antibiotic inactivation,0.993027207,368281490
antibiotic inactivation,0.277014682,368281490
antibiotic inactivation,0.24631846,368281490
antibiotic inactivation,0.196417738,368281490
antibiotic target protection,1.481672248,368281495
antibiotic inactivation,1.304847165,368281495
antibiotic target protection,2.57786879,368281495
antibiotic inactivation,1.02283181,368281495
antibiotic efflux,0.54035082,368281495
antibiotic inactivation,0.36826697,368281495
antibiotic inactivation,82.49180128,368281495
antibiotic efflux,0.712763336,368281495
antibiotic inactivation,0.250456446,368281495
antibiotic efflux,1.615389395,368281495
antibiotic efflux,0.099710019,368281495
antibiotic target replacement,0.318351266,368281495
antibiotic target protection,0.30313371,368281495
antibiotic inactivation,0.754947288,368281495
antibiotic efflux,0.584583077,368281495
antibiotic inactivation,0.395852511,368281495
antibiotic inactivation,0.955053799,368281495
antibiotic efflux,2.943338796,368281495
antibiotic inactivation,4.468621818,368281495
