Sample,Group,AMR Gene Family,Drug Class,RPKM
368259989,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,2.335742
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,4.829076
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.194645
368259989,Multi-drug resistance,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic,8.61693
368259989,aminocoumarin antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,aminocoumarin antibiotic,7.340904
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic,0.378769
368259989,Multi-drug resistance,msr-type ABC-F protein,macrolide antibiotic; streptogramin antibiotic,1.89851
368259989,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,0.51046
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; aminoglycoside antibiotic,2.549322
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,0.762085
368259989,aminoglycoside antibiotic,ANT(4'),aminoglycoside antibiotic,1.624864
368259989,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,0.471434
368259989,macrolide antibiotic,macrolide esterase,macrolide antibiotic,0.376917
368259989,nucleoside antibiotic,streptothricin acetyltransferase (SAT),nucleoside antibiotic,0.293636
368259989,phosphonic acid antibiotic,fosfomycin thiol transferase,phosphonic acid antibiotic,1.889203
368259989,aminocoumarin antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,1.702861
368259989,penam,methicillin resistant PBP2,penam,0.460864
368259989,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.624758
368259989,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.160582
368259989,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,2.032228
368259989,aminoglycoside antibiotic,APH(3'),aminoglycoside antibiotic,1.939107
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; aminocoumarin antibiotic,1.066106
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; penam,0.497688
368259989,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,15.20616
368259989,Multi-drug resistance,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic; disinfecting agents and antiseptics,1.144462
368259989,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.634399
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.367697
368259989,aminoglycoside antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,1.237628
368259989,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,0.149379
368259989,penam,CARB beta-lactamase,penam,1.600266
368259989,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,1.78735
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.386363
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,1.478743
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,0.692538
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,0.893675
368259989,Multi-drug resistance,MOX beta-lactamase,cephalosporin; cephamycin; penam,0.535274
368259989,Multi-drug resistance,LEN beta-lactamase,penam; penem,0.750165
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,2.919678
368259989,aminoglycoside antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,1.156192
368259989,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.206371
368259989,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; disinfecting agents and antiseptics,2.516341
368259989,aminoglycoside antibiotic,ANT(6),aminoglycoside antibiotic,1.484082
368259989,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,1.951379
368259989,nucleoside antibiotic,streptothricin acetyltransferase (SAT),nucleoside antibiotic,0.567805
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,1.870384
368259989,lincosamide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,lincosamide antibiotic,0.231818
368259989,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,0.233574
368259989,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,1.395104
368259989,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.160082
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,0.635707
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,1.233272
368259989,macrolide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,0.261508
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; aminoglycoside antibiotic,1.89851
368259989,Multi-drug resistance,lsa-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic,1.042319
368259989,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,1.708497
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.911105
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,3.64442
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.061343
368259989,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,1.766405
368259989,peptide antibiotic,undecaprenyl pyrophosphate related proteins,peptide antibiotic,0.187541
368259989,aminoglycoside antibiotic,APH(3''),aminoglycoside antibiotic,22.62532
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.196131
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,1.414303
368259989,cephamycin,CfxA beta-lactamase,cephamycin,1.276679
368259989,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,0.354388
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,0.401456
368259989,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.390771
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,9.276042
368259989,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.800826
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,3.181058
368259989,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.97569
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,12.39103
368259989,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.38929
368259989,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.32523
368259989,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,0.075126
368259989,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,0.27406
368259989,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,4.624769
368259989,fluoroquinolone antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,1.091391
368259989,fluoroquinolone antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,0.959677
368259989,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,1.372917
368259989,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,1.027727
368259989,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.251894
368259989,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,0.477272
368259989,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.080291
368259989,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,1.472004
368259989,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,4.174239
368259989,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,2.073661
368259989,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,7.340904
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.198127
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.973971
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,3.072009
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,11.3691
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.090426
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,7.967654
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.148881
368259989,phenicol antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,1.198127
368259989,phenicol antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,1.139716
368259989,fusidane antibiotic,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic,0.240123
368259989,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,0.348382
368259989,macrolide antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,0.503788
368259989,Multi-drug resistance,sal-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,0.948087
368259989,Multi-drug resistance,non-erm 23S ribosomal RNA methyltransferase (G748),macrolide antibiotic; lincosamide antibiotic,0.363154
368259989,fusidane antibiotic,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic,0.482501
368259989,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.211466
368259989,aminoglycoside antibiotic,kdpDE,aminoglycoside antibiotic,0.454746
