COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
Spore maturation protein SpmB (function unknown) (SpmB)!!!Spore maturation protein SpmA (function unknown) (SpmA)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0700!!!COG2715	GC_00002826	1	0.8182	20	11
Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)!!!Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0457!!!COG4783	GC_00002981	1	0.8182	20	11
Cytochrome b subunit of Ni2+-dependent hydrogenase (CytB)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3658	GC_00002949, GC_00004148	1	0.8182	20	11
Type IV pilus assembly protein, ATPase PilU (PilU)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG5008	GC_00001118	1	0.8182	20	11
Peptide deformylase (Def) (PDB:1BS4)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0242	GC_00002790	1	0.8182	20	11
Ketopantoate hydroxymethyltransferase (PanB) (PDB:3VAV)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0413	GC_00002805	1	0.8182	20	11
Preprotein translocase subunit SecA (ATPase, RNA helicase) (SecA) (PDB:2FSF)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0653	GC_00002841	1	0.8182	20	11
L-serine deaminase (SdaA) (PDB:4RQO)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG1760	GC_00002904	1	0.8182	20	11
NH3-dependent NAD+ synthetase (NadE) (PDB:3HMQ)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0171	GC_00002902	1	0.8182	20	11
Ribosomal protein L29 (RpmC) (PDB:1VS6)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0255	GC_00002757	1	0.8182	20	11
Ribosomal protein L18 (RplR) (PDB:1VS6)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0256	GC_00002756	1	0.8182	20	11
Polyferredoxin NapH (NapH) (PUBMED:27322068)!!!Transcriptional regulator NosR of nitric oxide reductase (NosR)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0348!!!COG3901	GC_00002909	1	0.8182	20	11
Threonine/homoserine efflux transporter RhtA (RhtA)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG5006	GC_00002398	1	0.8182	20	11
Glycerol-3-phosphate O-acyltransferase (PlsB)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG2937	GC_00002954	1	0.8182	20	11
Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD (NqrD) (PDB:4P6V)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG1347	GC_00002802	1	0.8182	20	11
Orotate phosphoribosyltransferase (PyrE) (PDB:4WML)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0461	GC_00002291	1	0.8182	20	11
Uncharacterized conserved protein, DUF924 family (PDB:2I6H)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3803	GC_00002814, GC_00007720	1	0.8182	20	11
Ribosomal protein S3 (RpsC) (PDB:1VS6)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0092	GC_00002759	1	0.8182	20	11
Signal recognition particle GTPase FtsY (FtsY) (PDB:4AK9)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0552	GC_00002000	1	0.8182	20	11
Urease accessory protein UreF (UreF) (PDB:3SF5)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0830	GC_00002986	1	0.8182	20	11
Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities) (PpsR) (PDB:5D0N)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG1806	GC_00002832	1	0.8182	20	11
Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)!!!tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC (MnmC) (PDB:3AWI)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0665!!!COG4121	GC_00002994	1	0.8182	20	11
Phosphoribosylaminoimidazole (AIR) synthetase (PurM) (PDB:1CLI)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0150	GC_00002870	1	0.8182	20	11
Ribosomal protein S4 or related protein (RpsD) (PDB:4V4H)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0522	GC_00002797	1	0.8182	20	11
Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component (YbbP)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3127	GC_00002979	1	0.8182	20	11
Uncharacterized conserved protein, DUF1704 domain	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3930	GC_00002812	1	0.8182	20	11
Cell division protein ZipA, interacts with FtsZ (ZipA) (PDB:1F46)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3115	GC_00002854	1	0.8182	20	11
Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!PAS domain (PAS) (PDB:2MWG)!!!MHYT domain, NO-binding membrane sensor (MHYT)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0642!!!COG0784!!!COG2202!!!COG3300	GC_00002616	1	0.8182	20	11
Transcriptional and/or translational regulatory protein YebC/TACO1 (TACO1) (PDB:1KON)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0217	GC_00003013, GC_00003017	1	0.8182	20	11
Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK (TesA) (PDB:1BWP)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG2755	GC_00000155	1	0.8182	20	11
2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes (SucA) (PDB:2JGD)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0567	GC_00002850	1	0.8182	20	11
Acetyl-CoA carboxylase, carboxyltransferase component (MmdA) (PDB:1OD2)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG4799	GC_00002815	1	0.8182	20	11
Adenylate cyclase, class I (CyaA)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3072	GC_00002962	1	0.8182	20	11
ABC-type phosphate transport system, ATPase component (PstB)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG1117	GC_00002835	1	0.8182	20	11
Alkylhydroperoxidase family enzyme, contains CxxC motif (YciW) (PDB:1GU9)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG2128	GC_00003265, GC_00003439	1	0.8182	20	11
Valyl-tRNA synthetase (ValS) (PDB:1GAX)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0525	GC_00002573	1	0.8182	20	11
Glycine/serine hydroxymethyltransferase (GlyA) (PDB:1BJ4)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0112	GC_00002888	1	0.8182	20	11
FoF1-type ATP synthase, alpha subunit (AtpA) (PDB:3OAA)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0056	GC_00002843	1	0.8182	20	11
Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase (CobU) (PDB:1C9K)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG2087	GC_00002947	1	0.8182	20	11
Na+/proline symporter (PutP) (PDB:5NVA)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0591	GC_00000029, GC_00003156, GC_00006297	1	0.8182	20	11
Co-chaperonin GroES (HSP10) (GroES)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0234	GC_00002760	1	0.8182	20	11
Hydroxyacyl-ACP dehydratase HTD2, hotdog domain (HTD2) (PUBMED:10781606)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3777	GC_00002927	1	0.8182	20	11
Uncharacterized Zn-ribbon-containing protein (PhnA) (PDB:2AKK)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG2824	GC_00002825	1	0.8182	20	11
Double Era-like domain GTPase Der (Der) (PDB:1MKY)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG1160	GC_00002776	1	0.8182	20	11
Ribosomal protein L24 (RplX) (PDB:1VS6)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0198	GC_00002772	1	0.8182	20	11
Aminopeptidase N, contains DUF3458 domain (PepN) (PDB:6ATK) (PUBMED:24123841)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0308	GC_00002961	1	0.8182	20	11
Ribosomal protein L13 (RplM) (PDB:1VS6)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0102	GC_00002787	1	0.8182	20	11
N-acetylmuramoyl-L-alanine amidase (AmiC) (PDB:1JWQ)!!!LysM repeat (LysM) (PDB:1E0G)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0860!!!COG1388	GC_00002884	1	0.8182	20	11
Ribosomal protein L30/L7E (RpmD) (PDB:1VS6)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG1841	GC_00002750	1	0.8182	20	11
3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase) (Phy) (PDB:1CVM)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG4247	GC_00002680	1	0.8182	20	11
Acyl-carrier protein (citrate lyase gamma subunit) (CitD)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3052	GC_00002779	1	0.8182	20	11
Methionine aminopeptidase (Map) (PDB:3J2I)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0024	GC_00002859	1	0.8182	20	11
Outer membrane receptor for monomeric catechols (Fiu)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG4774	GC_00003180, GC_00003530	1	0.8182	20	11
Predicted NAD/FAD-dependent oxidoreductase (PDB:4ZCC)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG3380	GC_00002881, GC_00007253	1	0.8182	20	11
7-keto-8-aminopelargonate synthetase or related enzyme (BioF) (PDB:1BS0)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0156	GC_00002938, GC_00004130	1	0.8182	20	11
Ribosomal protein L6P/L9E (RplF) (PDB:1VS6)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG0097	GC_00002781	1	0.8182	20	11
Sulfur oxidation protein SoxY (SoxY) (PDB:2NNC) (PUBMED:17327392)	3.887169107811107	0.048656372324094574	0.2449699398439632	Reference	COG5501	GC_00002953	1	0.8182	20	11
N-acetylglutamate synthase or related acetyltransferase, GNAT family (ArgA) (PDB:2R98)	3.8871691078111024	0.04865637232409484	0.2449699398439632	Chennai	COG1246	GC_00004926	0	0.1818	20	11
Bacteriophage DNA transposition protein, AAA+ family ATPase	3.8871691078111024	0.04865637232409484	0.2449699398439632	Chennai	COG2842	GC_00004843	0	0.1818	20	11
Esterase/lipase superfamily enzyme	3.8871691078111024	0.04865637232409484	0.2449699398439632	Chennai	COG4782	GC_00005631, GC_00005877, GC_00006310	0	0.1818	20	11
Superfamily II DNA or RNA helicase (SSL2) (PDB:6JDE)!!!Uncharacterized conserved protein	3.8871691078111024	0.04865637232409484	0.2449699398439632	Chennai	COG1061!!!COG4951	GC_00005400	0	0.1818	20	11
Predicted Zn-dependent protease YjaZ, DUF2268 family (YjaZ)	3.8871691078111024	0.04865637232409484	0.2449699398439632	Chennai	COG5504	GC_00004875	0	0.1818	20	11
Uncharacterized membrane protein YraQ, UPF0718 family (YraQ)	3.875671080286178	0.04899072087541161	0.24615093360415571	Reference	COG0701	GC_00003633, GC_00005110	0.8	0.4545	20	11
Predicted ATP-dependent Lon-type protease	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG4930	GC_00004564, GC_00005405, GC_00006167	0.25	0	20	11
Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG3593	GC_00005078, GC_00005125, GC_00007042	0.25	0	20	11
RecA-family ATPase (RepA)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG3598	GC_00005109, GC_00005687, GC_00005987, GC_00005997, GC_00006425	0.25	0	20	11
Cytochrome c2 (Cyc7) (PDB:1YEA)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG3474	GC_00004230	0.25	0	20	11
Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase (SpsG)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG3980	GC_00004283	0.25	0	20	11
Phage-related tail protein	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG5283	GC_00004688, GC_00005334	0.25	0	20	11
Predicted ATPase	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG4637	GC_00004494, GC_00005907, GC_00006873, GC_00007540	0.25	0	20	11
Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module (AbrB) (PDB:2RO5)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG2002	GC_00004612, GC_00007529, GC_00007784	0.25	0	20	11
Abortive phage infection protein AbiEi, antitoxin conponent of an AbiEi-AbiEii TA system (AbiEi) (PUBMED:24465005;29518409)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG5340	GC_00004193	0.25	0	20	11
2-keto-4-pentenoate hydratase (MhpD) (PDB:1SV6)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG3971	GC_00004235, GC_00004374	0.25	0	20	11
UDP-N-acetyl-D-mannosaminuronate dehydrogenase (WecC) (PDB:3OJL)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG0677	GC_00005216, GC_00005513, GC_00005663	0.25	0	20	11
Predicted ATP-dependent carboligase, ATP-grasp superfamily	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG3919	GC_00004232	0.25	0	20	11
Predicted transcriptional regulator, contains HTH domain (PDB:3LMM)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG2865	GC_00005086, GC_00005618, GC_00006035, GC_00007525	0.25	0	20	11
Acetaldehyde dehydrogenase (acetylating) (MhpF) (PDB:4JN6)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG4569	GC_00004261	0.25	0	20	11
ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG0747	GC_00004296	0.25	0	20	11
Transmembrane transcriptional regulator RsiW (anti-sigma-W factor) (RsiW)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG5662	GC_00004286	0.25	0	20	11
Aminoglycoside phosphotransferase (Aph) (PDB:1J7I)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG3231	GC_00004496, GC_00005349, GC_00007536	0.25	0	20	11
Uncharacterized conserved protein, DUF2274 domain	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG5639	GC_00004135	0.25	0	20	11
Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)!!!Copper chaperone CopZ (CopZ) (PDB:1AFI)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG1249!!!COG2608	GC_00004185	0.25	0	20	11
Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)!!!Urea transporter (Utp)	3.2790577352350656	0.07016920408997668	0.3387620870645254	Reference	COG0739!!!COG4413	GC_00004307	0.25	0	20	11
D-alanyl-lipoteichoic acid acyltransferase DltB, MBOAT superfamily (DltB) (PDB:6BUG)	3.160139180298946	0.07545674992627946	0.3635777384143192	Reference	COG1696	GC_00003388, GC_00005444	0.9	0.6364	20	11
Acid resistance membrane protein HdeD, DUF308 family (HdeD) (PUBMED:12694615;28802266)	3.1326178554257806	0.07674041920451505	0.36760895956803674	Chennai	COG3247	GC_00005127, GC_00007603, GC_00007637	0.05	0.2727	20	11
Protein involved in initiation of plasmid replication (PDB:2Z9O)	3.1326178554257806	0.07674041920451505	0.36760895956803674	Chennai	COG5527	GC_00004598, GC_00006346	0.05	0.2727	20	11
Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain (DamX)!!!Type II secretory pathway ATPase component GspA/ExeA/MshM (ExeA) (PUBMED:21378198)	3.1326178554257798	0.07674041920451517	0.36760895956803674	Reference	COG3266!!!COG3267	GC_00003285	0.95	0.7273	20	11
Restriction endonuclease Mrr (Mrr)	3.02830942138179	0.08182323076378621	0.39119750057027247	Reference	COG1715	GC_00003826, GC_00004287, GC_00005629	0.5	0.1818	20	11
Very-short-patch-repair endonuclease (YcjD) (PDB:3HRL)	2.7060950431411888	0.09996542078529363	0.4671933336305527	Reference	COG2852	GC_00003679, GC_00005490	0.75	0.4545	20	11
Chromate resistance protein ChrB1 (ChrB1)	2.52606002083481	0.1119795081579166	0.4671933336305527	Chennai	COG4275	GC_00003260, GC_00006412, GC_00006823	0.8	1	20	11
CRISPR/Cas system-associated endoribonuclease Cas2 (Cas2) (PDB:2I0X)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG1343	GC_00004335	0.2	0	20	11
Uncharacterized conserved protein, DUF736 family	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG5489	GC_00004231	0.2	0	20	11
Phage antirepressor protein YoqD, KilAC domain (KilAC)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG3645	GC_00005350, GC_00006513, GC_00007464	0.2	0	20	11
Phage regulatory protein Rha (pRha)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG3646	GC_00004404	0.2	0	20	11
Uncharacterized copper-binding protein, cupredoxin-like subfamily	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG4454	GC_00004393	0.2	0	20	11
DNA topoisomerase I, ssDNA-binding Zn-finger and Zn-ribbon domains (YrdD) (PDB:1YUA)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG0551	GC_00004507, GC_00005758	0.2	0	20	11
Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG2161	GC_00004784, GC_00006225, GC_00007213	0.2	0	20	11
Primase-polymerase (Primpol) domain protein (PDB:6A9W) (PUBMED:29198957)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG4983	GC_00005018, GC_00007677, GC_00007800	0.2	0	20	11
CRISPR/Cas system-associated exonuclease Cas4, RecB family (Cas4) (PDB:4R5Q)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG1468	GC_00004344	0.2	0	20	11
CRISPR-Cas system type I effector complex subunit Cas7,  RAMP superfamily (Cas7)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG3649	GC_00004401	0.2	0	20	11
Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG2932	GC_00004943, GC_00005632, GC_00006232	0.2	0	20	11
CRISPR-Cas system-associated integrase Cas1 (Cas1) (PDB:2YZS)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG1518	GC_00004409	0.2	0	20	11
Catechol-2,3-dioxygenase (CatE)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG2514	GC_00004399, GC_00007514	0.2	0	20	11
Uncharacterized conserved protein (PDB:2P3Y)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG5361	GC_00004324, GC_00006194	0.2	0	20	11
Zona occludens toxin, predicted ATPase (Zot)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG4128	GC_00004666, GC_00005192, GC_00005859	0.2	0	20	11
Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family (PptA) (PDB:1BJP)	2.5260600208348083	0.1119795081579168	0.4671933336305527	Reference	COG1942	GC_00004361	0.2	0	20	11
