COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
Putative GTP cyclohydrolase 1 type 2, NIF3 family (NIF3) (PDB:3SY1) (PUBMED:24435797;26385509)!!!PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family (YqfO) (PDB:2GX8) (PUBMED:17187687;29625546;31118925)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0327!!!COG3323	GC_00000797	1	0.8889	39	18
ATP-dependent Zn proteases (HflB) (PDB:1LV7)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0465	GC_00001440	1	0.8889	39	18
Fructosamine-3-kinase (FN3K) (PDB:3F7W)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG3001	GC_00001196	1	0.8889	39	18
Precorrin-6B methylase 2 (CobL) (PDB:1F38)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG2242	GC_00001228	1	0.8889	39	18
Precorrin-8X methylmutase CbiC/CobH (CobH) (PDB:1F2V)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG2082	GC_00001303	1	0.8889	39	18
4-alpha-glucanotransferase (MalQ) (PDB:1CWY)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1640	GC_00001477	1	0.8889	39	18
Phosphoribosyl-ATP pyrophosphohydrolase (HisI2) (PDB:6J22)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0140	GC_00001320	1	0.8889	39	18
Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) (Pnp) (PDB:1E3P)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1185	GC_00001269	1	0.8889	39	18
Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG2255	GC_00001369	1	0.8889	39	18
vWFA (von Willebrand factor type A) domain of Mg and Co chelatases (ChlD)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1240	GC_00001704, GC_00001713	1	0.8889	39	18
Glutamate 5-kinase (ProB) (PDB:2W21)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0263	GC_00001421	1	0.8889	39	18
Replicative DNA helicase (DnaB) (PDB:1B79)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0305	GC_00001180	1	0.8889	39	18
ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain (RbsB) (PDB:1BA2)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1879	GC_00001335	1	0.8889	39	18
Indole-3-glycerol phosphate synthase (TrpC) (PDB:6BMA)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0134	GC_00000838	1	0.8889	39	18
Ribosomal protein L25 (general stress protein Ctc) (RplY) (PDB:1B75)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1825	GC_00001217	1	0.8889	39	18
Membrane proteinase PrsW, cleaves anti-sigma factor RsiW, M82 family (PrsW)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG2339	GC_00001624, GC_00001634	1	0.8889	39	18
Chaperonin GroEL (HSP60 family) (GroEL) (PDB:1AON)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0459	GC_00001490, GC_00001925	1	0.8889	39	18
Preprotein translocase subunit SecD (SecD) (PDB:3AQP) (PUBMED:26100040)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0342	GC_00000878	1	0.8889	39	18
Cobyric acid synthase (CobQ)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1492	GC_00001201	1	0.8889	39	18
Sensor histidine kinase WalK (WalK) (PDB:4I5S)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG5002	GC_00001144	1	0.8889	39	18
Na+/melibiose symporter or related transporter (MelB) (PDB:4M64)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG2211	GC_00000596, GC_00001865	1	0.8889	39	18
Cytochrome bd-type quinol oxidase, subunit 2 (AppB) (PDB:6RKO)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1294	GC_00001219	1	0.8889	39	18
Preprotein translocase subunit SecF (SecF) (PDB:2FYH) (PUBMED:28830929)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0341	GC_00001406	1	0.8889	39	18
Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains (GlmS) (PDB:2J6H)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0449	GC_00001317	1	0.8889	39	18
Uroporphyrinogen-III methylase (siroheme synthase) (CysG) (PDB:1PJQ)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0007	GC_00001336	1	0.8889	39	18
Cell wall-associated hydrolase, NlpC_P60 family (NlpC) (PDB:2EVR)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0791	GC_00001248	1	0.8889	39	18
Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0028	GC_00001935, GC_00002020, GC_00002460	1	0.8889	39	18
DNA polymerase III sliding clamp (beta) subunit, PCNA homolog (DnaN) (PDB:1JQJ)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0592	GC_00001231	1	0.8889	39	18
Meiotically up-regulated gene 157 (Mug157) protein (function unknown) (PDB:2NVP)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG3538	GC_00001371	1	0.8889	39	18
Mannitol-1-phosphate/altronate dehydrogenases (MtlD) (PDB:1LJ8)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0246	GC_00001348	1	0.8889	39	18
Cob(II)alamin adenosyltransferase (PduO) (PDB:1NOG)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG2096	GC_00001189	1	0.8889	39	18
Predicted dehydrogenase (MviM) (PDB:3UUW)!!!DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)!!!Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain (NagC) (PDB:1WOQ)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0673!!!COG1522!!!COG1940	GC_00001102	1	0.8889	39	18
Transcriptional and/or translational regulatory protein YebC/TACO1 (TACO1) (PDB:1KON)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0217	GC_00001286	1	0.8889	39	18
GTPase involved in cell partioning and DNA repair (Obg) (PDB:1LNZ)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0536	GC_00000122	1	0.8889	39	18
Ascorbate-specific PTS system IIC component UlaA (UlaA) (PDB:4RP8)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG3037	GC_00001442	1	0.8889	39	18
D-ribose pyranose/furanose isomerase RbsD (RbsD) (PDB:1OGC)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1869	GC_00001411	1	0.8889	39	18
D-alanyl-D-alanine carboxypeptidase (DacB) (PDB:1W5D)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG2027	GC_00001476	1	0.8889	39	18
Triosephosphate isomerase (TpiA) (PDB:1HG3)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0149	GC_00001318	1	0.8889	39	18
ABC-type proline/glycine betaine transport system, permease component (ProW)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG4176	GC_00001211	1	0.8889	39	18
Radical SAM superfamily enzyme YgiQ, UPF0313 family (YgiQ) (PDB:6FD2)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1032	GC_00000633	1	0.8889	39	18
NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) (NuoF) (PDB:2FUG)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1894	GC_00001246	1	0.8889	39	18
NAD-dependent DNA ligase (Lig) (PDB:5TT5)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0272	GC_00001359	1	0.8889	39	18
Undecaprenyl pyrophosphate phosphatase (UppP) (PDB:5OON)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG1968	GC_00001207	1	0.8889	39	18
Phosphoribosylaminoimidazole (AIR) synthetase (PurM) (PDB:1CLI)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0150	GC_00000806	1	0.8889	39	18
Tellurite resistance membrane protein TerC (TerC)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG0861	GC_00001239	1	0.8889	39	18
Peptidase E (PepE) (PDB:1FY2)	4.491069818200931	0.034072348985707934	0.09233399238317616	Reference	COG3340	GC_00001354, GC_00002276	1	0.8889	39	18
ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)	4.49106981820093	0.03407234898570797	0.09233399238317616	Chennai	COG3842	GC_00002704	0	0.1111	39	18
Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71)	4.49106981820093	0.03407234898570797	0.09233399238317616	Chennai	COG1062	GC_00003192, GC_00003294	0	0.1111	39	18
Streptomycin 6-kinase (StrB)	4.49106981820093	0.03407234898570797	0.09233399238317616	Chennai	COG3570	GC_00002792	0	0.1111	39	18
Ferredoxin (Fdx) (PDB:1KRH)	4.49106981820093	0.03407234898570797	0.09233399238317616	Chennai	COG0633	GC_00002763	0	0.1111	39	18
Uncharacterized metal-binding protein, DUF411 family	4.49106981820093	0.03407234898570797	0.09233399238317616	Chennai	COG3019	GC_00002893, GC_00003259	0	0.1111	39	18
Cytochrome P450 (CypX) (PDB:3A4Z)	4.49106981820093	0.03407234898570797	0.09233399238317616	Chennai	COG2124	GC_00002723	0	0.1111	39	18
DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase) (AdaB) (PDB:6RLA) (PUBMED:29061663)	3.7538102697541635	0.05268727829223208	0.1424902910899232	Reference	COG0350	GC_00001756	0.9744	0.8333	39	18
Uncharacterized conserved protein YjcR, contains N-terminal HTH domain (YjcR)	3.683076935086952	0.054967323978726945	0.14835625219308932	Reference	COG5484	GC_00002394	0.1795	0	39	18
Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)!!!Zn-dependent peptidase ImmA, M78 family (ImmA) (PDB:3DTE)	3.3274581736745446	0.06813209309012216	0.18351708945242584	Reference	COG1396!!!COG2856	GC_00002103, GC_00003020	0.8718	0.6667	39	18
Adenine specific DNA methylase Mod (Mod) (PDB:4ZCF)	3.2884615768085395	0.06976836405245361	0.18754634682913082	Reference	COG2189	GC_00002234, GC_00002472, GC_00003062	0.4103	0.1667	39	18
Antirestriction protein ArdC (ArdC) (PUBMED:10686096)	3.0952325998479546	0.07852192975317675	0.21065320913703642	Reference	COG4227	GC_00002423, GC_00003041	0.1538	0	39	18
Transposase (or an inactivated derivative) (IS285)	2.7075937152690277	0.09987153468824346	0.2319915903969929	Chennai	COG3328	GC_00002165, GC_00002367, GC_00002916	0.6154	0.8333	39	18
L,D-peptidoglycan transpeptidase YkuD, ErfK/YbiS/YcfS/YnhG family (PUBMED:16647082)	2.5297185582395905	0.11172014129288663	0.2319915903969929	Chennai	COG3786	GC_00001853	0.8718	1	39	18
L-fucose isomerase or related protein (FucI) (PDB:1FUI) (PUBMED:22865846)	2.5297185582395905	0.11172014129288663	0.2319915903969929	Chennai	COG2407	GC_00001937, GC_00001988	0.8718	1	39	18
Uncharacterized membrane protein YagU, involved in acid resistance, DUF1440 family (YagU)	2.5297185582395905	0.11172014129288663	0.2319915903969929	Chennai	COG3477	GC_00001848	0.8718	1	39	18
Alpha-L-fucosidase (AfuC) (PDB:1HL8) (PUBMED:16855233)	2.5297185582395905	0.11172014129288663	0.2319915903969929	Chennai	COG3669	GC_00001646, GC_00002322	0.8718	1	39	18
Superfamily II DNA or RNA helicase, SNF2 family (HepA) (PDB:6UXV)	2.5297185582395905	0.11172014129288663	0.2319915903969929	Chennai	COG0553	GC_00000036, GC_00000039, GC_00002292	0.8718	1	39	18
CRISPR-Cas system endoribonuclease Cas6e, RAMP superfamily (Cas6e)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG5934	GC_00002501	0.1282	0	39	18
V8-like Glu-specific endopeptidase (eMpr)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG3591	GC_00002427	0.1282	0	39	18
CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily (Cas6a)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG5551	GC_00002496	0.1282	0	39	18
CRISPR-Cas type I system-associated endonuclease/helicase Cas3 (Cas3)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG1203	GC_00002505	0.1282	0	39	18
CRISPR-Cas system type I-E effector complex small subunit Cse2 (Cse2gr11)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG5949	GC_00002481	0.1282	0	39	18
CRISPR/Cas system-associated protein Cas5, RAMP superfamily (Cas5)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG1688	GC_00002463	0.1282	0	39	18
Uncharacterized conserved protein, contains restriction enzyme R protein N terminal (HSDR_N) domain	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG4748	GC_00002502	0.1282	0	39	18
ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG0834	GC_00002515	0.1282	0	39	18
Glycerol-3-phosphate responsive antiterminator (mRNA-binding) (GlpP) (PDB:1VKF)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG1954	GC_00002459	0.1282	0	39	18
Enterochelin esterase or related enzyme (Fes) (PDB:2B20)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG2382	GC_00002499	0.1282	0	39	18
CRISPR-Cas system type I-E effector complex large subunit Cas8e (Cas8e)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG5942	GC_00002476	0.1282	0	39	18
Sugar (pentulose or hexulose) kinase (XylB) (PDB:4C23)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG1070	GC_00002473, GC_00002494, GC_00002497	0.1282	0	39	18
ABC-type hemin transport system, ATPase component (PDB:4G1U)	2.529718558239587	0.11172014129288689	0.2319915903969929	Reference	COG4559	GC_00002449	0.1282	0	39	18
Phosphopantetheinyl transferase (holo-ACP synthase) (AcpS) (PDB:1F7L)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0736	GC_00000915	1	0.9444	39	18
Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0225	GC_00000095	1	0.9444	39	18
Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2236	GC_00000930	1	0.9444	39	18
5'-3' exonuclease Xni/ExoIX (flap endonuclease) (ExoIX) (PDB:3ZDA) (PUBMED:19000038;23821668)!!!DNA polymerase I, 3'-5' exonuclease and polymerase domains (PolA) (PDB:1D8Y)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0258!!!COG0749	GC_00001022	1	0.9444	39	18
ABC-type sugar transport system, ATPase component (MglA)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1129	GC_00001135	1	0.9444	39	18
ABC-type molybdenum transport system, ATPase component ModF/photorepair protein PhrA (ModF) (PDB:2IHY)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1119	GC_00000765, GC_00002290	1	0.9444	39	18
Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1396	GC_00000721, GC_00003193	1	0.9444	39	18
Uncharacterized membrane protein YraQ, UPF0718 family (YraQ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0701	GC_00000786	1	0.9444	39	18
Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters (YgfZ) (PDB:1NRK) (PUBMED:27941785;22081392)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0354	GC_00001038	1	0.9444	39	18
Peptide deformylase (Def) (PDB:1BS4)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0242	GC_00000794	1	0.9444	39	18
Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0462	GC_00000223	1	0.9444	39	18
Ribosomal protein L24 (RplX) (PDB:1VS6)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0198	GC_00000948	1	0.9444	39	18
Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family (Ycf19)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0762	GC_00000936	1	0.9444	39	18
Phosphatidylglycerol kinase, diacylglycerol kinase family (LCB5) (PDB:2BON) (PUBMED:17351295)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1597	GC_00000426	1	0.9444	39	18
Lipid II flippase MurJ/MviN (peptidoglycan biosynthesis) (MurJ) (PDB:5T77) (PUBMED:25013077)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0728	GC_00000868	1	0.9444	39	18
Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3920	GC_00001062	1	0.9444	39	18
Nicotinamide riboside transporter PnuC (PnuC) (PDB:4QTN)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3201	GC_00000733	1	0.9444	39	18
Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development) (YaaT) (PUBMED:23490197)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1774	GC_00000802	1	0.9444	39	18
Aconitase A (AcnA) (PDB:1ACO)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1048	GC_00001002	1	0.9444	39	18
Small basic protein Sbp (function unknown), DUF1290 domain (Sbp)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3856	GC_00000720	1	0.9444	39	18
Exonuclease III (XthA) (PDB:1AKO)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0708	GC_00000957	1	0.9444	39	18
Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0178	GC_00001349, GC_00002075	1	0.9444	39	18
Seryl-tRNA synthetase (SerS) (PDB:1SER)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0172	GC_00000840	1	0.9444	39	18
16S rRNA G966 N2-methylase RsmD (RsmD) (PDB:2IFT)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0742	GC_00001133	1	0.9444	39	18
Phosphotransferase subunit DhaM of the dihydroxyacetone kinase DhaKLM complex, contains PTS-EIIA, HPr, and PEP-utilizing domains (DhaM)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3412	GC_00000822	1	0.9444	39	18
Uracil phosphoribosyltransferase (Upp) (PDB:2EHJ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0035	GC_00000724	1	0.9444	39	18
Thymidylate kinase (Tmk) (PDB:3LV8)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0125	GC_00000800	1	0.9444	39	18
Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family (NifS) (PDB:4IXO) (PUBMED:22773787;25825430)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1104	GC_00001059	1	0.9444	39	18
Transcription termination/antitermination protein NusG (NusG) (PDB:3EWG) (PUBMED:19500594)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0250	GC_00000985	1	0.9444	39	18
Fe-S cluster assembly scaffold protein SufB (SufB) (PDB:1VH4)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0719	GC_00000169, GC_00001597	1	0.9444	39	18
Proline dehydrogenase (PutA) (PDB:5KF6)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0506	GC_00000771	1	0.9444	39	18
Alanyl-tRNA synthetase (AlaS) (PDB:2ZZE)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0013	GC_00001054	1	0.9444	39	18
Aspartyl-tRNA synthetase (AspS) (PDB:1C0A)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0173	GC_00001111	1	0.9444	39	18
Imidazole glycerol phosphate synthase subunit HisF (HisF) (PDB:1OX4)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0107	GC_00000850	1	0.9444	39	18
Propionyl CoA:succinate CoA transferase (ACH1) (PDB:2G39) (PUBMED:10769117)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0427	GC_00000896, GC_00001761	1	0.9444	39	18
